,city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk,latitude,longitude
1736,Patna,2021-12-01,5334,5398,5462,4951,-3.676,5.526,-3.376,25.6093239,85.1235252
1737,Patna,2022-03-01,5457,5272,5741,4685,-2.334,5.108,-5.373,25.6093239,85.1235252
1738,Patna,2022-06-01,5547,5262,5883,4647,-0.19,2.473,-0.811,25.6093239,85.1235252
1739,Patna,2022-09-01,5615,5758,5960,4591,9.426,1.309,-1.205,25.6093239,85.1235252
1740,Patna,2022-12-01,5728,6256,6070,4622,8.649,1.846,0.675,25.6093239,85.1235252
1741,Patna,2023-03-01,5961,6945,6230,4963,11.013,2.636,7.378,25.6093239,85.1235252
1742,Patna,2023-06-01,6021,6926,6248,5159,-0.274,0.289,3.949,25.6093239,85.1235252
1743,Patna,2023-09-01,6234,6717,6474,5436,-3.018,3.617,5.369,25.6093239,85.1235252
1744,Patna,2023-12-01,6478,6509,6675,5902,-3.097,3.105,8.572,25.6093239,85.1235252
1745,Patna,2024-03-01,6525,6351,6718,6010,-2.427,0.644,1.83,25.6093239,85.1235252
1746,Patna,2024-06-01,6636,6308,6844,6112,-0.677,1.876,1.697,25.6093239,85.1235252
1747,Patna,2024-09-01,6776,6626,6983,6215,5.041,2.031,1.685,25.6093239,85.1235252
1748,Pimpri Chinchwad,2013-06-01,4288,4134,4574,4821,,,,18.6279288,73.8009829
1749,Pimpri Chinchwad,2013-09-01,4479,4307,4780,5305,4.185,4.504,10.039,18.6279288,73.8009829
1750,Pimpri Chinchwad,2013-12-01,4584,4405,4889,5528,2.275,2.28,4.204,18.6279288,73.8009829
1751,Pimpri Chinchwad,2014-03-01,4637,4421,4959,6332,0.363,1.432,14.544,18.6279288,73.8009829
1752,Pimpri Chinchwad,2014-06-01,4715,4535,4984,6132,2.579,0.504,-3.159,18.6279288,73.8009829
1753,Pimpri Chinchwad,2014-09-01,4820,4633,5097,6330,2.161,2.267,3.229,18.6279288,73.8009829
1754,Pimpri Chinchwad,2014-12-01,4887,4682,5224,6101,1.058,2.492,-3.618,18.6279288,73.8009829
1755,Pimpri Chinchwad,2015-03-01,5089,4880,5409,6626,4.229,3.541,8.605,18.6279288,73.8009829
1756,Pimpri Chinchwad,2015-06-01,5206,4969,5585,6789,1.824,3.254,2.46,18.6279288,73.8009829
1757,Pimpri Chinchwad,2015-09-01,5260,5034,5605,6929,1.308,0.358,2.062,18.6279288,73.8009829
1758,Pimpri Chinchwad,2015-12-01,5290,5112,5535,6966,1.549,-1.249,0.534,18.6279288,73.8009829
1759,Pimpri Chinchwad,2016-03-01,5325,5202,5506,6357,1.761,-0.524,-8.742,18.6279288,73.8009829
1760,Pimpri Chinchwad,2016-06-01,5366,5286,5457,6346,1.615,-0.89,-0.173,18.6279288,73.8009829
1761,Pimpri Chinchwad,2016-09-01,5451,5426,5466,5906,2.649,0.165,-6.934,18.6279288,73.8009829
1762,Pimpri Chinchwad,2016-12-01,5491,5471,5507,5835,0.829,0.75,-1.202,18.6279288,73.8009829
1763,Pimpri Chinchwad,2017-03-01,5545,5529,5526,6199,1.06,0.345,6.238,18.6279288,73.8009829
1764,Pimpri Chinchwad,2017-06-01,5720,5549,5944,7491,0.362,7.564,20.842,18.6279288,73.8009829
1765,Pimpri Chinchwad,2017-09-01,5680,5464,5977,7712,-1.532,0.555,2.95,18.6279288,73.8009829
1766,Pimpri Chinchwad,2017-12-01,5829,5658,6052,7586,3.551,1.255,-1.634,18.6279288,73.8009829
1767,Pimpri Chinchwad,2018-03-01,5876,5744,6040,7306,1.52,-0.198,-3.691,18.6279288,73.8009829
1768,Pimpri Chinchwad,2018-06-01,5901,5892,5862,6637,2.577,-2.947,-9.157,18.6279288,73.8009829
1769,Pimpri Chinchwad,2018-09-01,6035,6009,5987,7294,1.986,2.132,9.899,18.6279288,73.8009829
1770,Pimpri Chinchwad,2018-12-01,5987,5953,5954,7294,-0.932,-0.551,0.0,18.6279288,73.8009829
1771,Pimpri Chinchwad,2019-03-01,5955,5914,5910,7602,-0.655,-0.739,4.223,18.6279288,73.8009829
1772,Pimpri Chinchwad,2019-06-01,5923,5848,5926,7862,-1.116,0.271,3.42,18.6279288,73.8009829
1773,Pimpri Chinchwad,2019-09-01,5892,5886,5806,7131,0.65,-2.025,-9.298,18.6279288,73.8009829
1774,Pimpri Chinchwad,2019-12-01,5953,5935,5864,7543,0.832,0.999,5.778,18.6279288,73.8009829
1775,Pimpri Chinchwad,2020-03-01,6029,6030,5918,7385,1.601,0.921,-2.095,18.6279288,73.8009829
1776,Pimpri Chinchwad,2020-06-01,6054,6082,5906,7160,0.862,-0.203,-3.047,18.6279288,73.8009829
1777,Pimpri Chinchwad,2020-09-01,6004,5976,5962,7258,-1.743,0.948,1.369,18.6279288,73.8009829
1778,Pimpri Chinchwad,2020-12-01,5976,5939,6038,6199,-0.619,1.275,-14.591,18.6279288,73.8009829
1779,Pimpri Chinchwad,2021-03-01,5931,5855,6057,6402,-1.414,0.315,3.275,18.6279288,73.8009829
1780,Pimpri Chinchwad,2021-06-01,5945,5866,6057,6614,0.188,0.0,3.311,18.6279288,73.8009829
1781,Pimpri Chinchwad,2021-09-01,5943,5870,6051,6541,0.068,-0.099,-1.104,18.6279288,73.8009829
1782,Pimpri Chinchwad,2021-12-01,5914,5861,5985,6450,-0.153,-1.091,-1.391,18.6279288,73.8009829
1783,Pimpri Chinchwad,2022-03-01,5919,5814,6069,6849,-0.802,1.404,6.186,18.6279288,73.8009829
1784,Pimpri Chinchwad,2022-06-01,5914,5785,6105,6932,-0.499,0.593,1.212,18.6279288,73.8009829
1785,Pimpri Chinchwad,2022-09-01,6001,5853,6227,7121,1.175,1.998,2.726,18.6279288,73.8009829
1786,Pimpri Chinchwad,2022-12-01,6079,5887,6396,7221,0.581,2.714,1.404,18.6279288,73.8009829
1787,Pimpri Chinchwad,2023-03-01,6133,5975,6416,6795,1.495,0.313,-5.899,18.6279288,73.8009829
1788,Pimpri Chinchwad,2023-06-01,6223,6096,6479,6423,2.025,0.982,-5.475,18.6279288,73.8009829
1789,Pimpri Chinchwad,2023-09-01,6257,6166,6501,5643,1.148,0.34,-12.144,18.6279288,73.8009829
1790,Pimpri Chinchwad,2023-12-01,6327,6261,6511,5798,1.541,0.154,2.747,18.6279288,73.8009829
1791,Pimpri Chinchwad,2024-03-01,6443,6370,6632,6035,1.741,1.858,4.088,18.6279288,73.8009829
1792,Pimpri Chinchwad,2024-06-01,6506,6411,6733,6209,0.644,1.523,2.883,18.6279288,73.8009829
1793,Pimpri Chinchwad,2024-09-01,6600,6486,6832,6729,1.17,1.47,8.375,18.6279288,73.8009829
1794,Pune,2013-06-01,5189,4728,5393,6238,,,,18.5213738,73.8545071
1795,Pune,2013-09-01,5343,4828,5561,6551,2.115,3.115,5.018,18.5213738,73.8545071
1796,Pune,2013-12-01,5486,4981,5672,6789,3.169,1.996,3.633,18.5213738,73.8545071
1797,Pune,2014-03-01,5641,5117,5814,7082,2.73,2.504,4.316,18.5213738,73.8545071
1798,Pune,2014-06-01,5743,5222,5892,7282,2.052,1.342,2.824,18.5213738,73.8545071
1799,Pune,2014-09-01,5879,5376,6017,7389,2.949,2.122,1.469,18.5213738,73.8545071
1800,Pune,2014-12-01,6039,5492,6215,7573,2.158,3.291,2.49,18.5213738,73.8545071
1801,Pune,2015-03-01,6199,5604,6384,7888,2.039,2.719,4.16,18.5213738,73.8545071
1802,Pune,2015-06-01,6365,5710,6614,8029,1.892,3.603,1.788,18.5213738,73.8545071
1803,Pune,2015-09-01,6452,5781,6691,8229,1.243,1.164,2.491,18.5213738,73.8545071
1804,Pune,2015-12-01,6505,5814,6745,8362,0.571,0.807,1.616,18.5213738,73.8545071
1805,Pune,2016-03-01,6568,5915,6795,8320,1.737,0.741,-0.502,18.5213738,73.8545071
1806,Pune,2016-06-01,6607,5991,6786,8411,1.285,-0.132,1.094,18.5213738,73.8545071
1807,Pune,2016-09-01,6723,6133,6926,8320,2.37,2.063,-1.082,18.5213738,73.8545071
1808,Pune,2016-12-01,6853,6278,7051,8400,2.364,1.805,0.962,18.5213738,73.8545071
1809,Pune,2017-03-01,7004,6415,7230,8494,2.182,2.539,1.119,18.5213738,73.8545071
1810,Pune,2017-06-01,7033,6339,7354,8548,-1.185,1.715,0.636,18.5213738,73.8545071
1811,Pune,2017-09-01,7028,6252,7409,8618,-1.372,0.748,0.819,18.5213738,73.8545071
1812,Pune,2017-12-01,7202,6416,7571,8893,2.623,2.187,3.191,18.5213738,73.8545071
1813,Pune,2018-03-01,7311,6503,7687,9062,1.356,1.532,1.9,18.5213738,73.8545071
1814,Pune,2018-06-01,7562,6783,7916,9288,4.306,2.979,2.494,18.5213738,73.8545071
1815,Pune,2018-09-01,7736,6971,8057,9549,2.772,1.781,2.81,18.5213738,73.8545071
1816,Pune,2018-12-01,7800,7012,8166,9507,0.588,1.353,-0.44,18.5213738,73.8545071
1817,Pune,2019-03-01,7836,7025,8208,9618,0.185,0.514,1.168,18.5213738,73.8545071
1818,Pune,2019-06-01,7848,6956,8258,9808,-0.982,0.609,1.975,18.5213738,73.8545071
1819,Pune,2019-09-01,7971,7064,8422,9813,1.553,1.986,0.051,18.5213738,73.8545071
1820,Pune,2019-12-01,8122,7194,8550,10156,1.84,1.52,3.495,18.5213738,73.8545071
1821,Pune,2020-03-01,8214,7359,8575,10228,2.294,0.292,0.709,18.5213738,73.8545071
1822,Pune,2020-06-01,8269,7540,8554,10091,2.46,-0.245,-1.339,18.5213738,73.8545071
1823,Pune,2020-09-01,8274,7562,8540,10103,0.292,-0.164,0.119,18.5213738,73.8545071
1824,Pune,2020-12-01,8137,7457,8376,9949,-1.389,-1.92,-1.524,18.5213738,73.8545071
1825,Pune,2021-03-01,8180,7477,8447,9961,0.268,0.848,0.121,18.5213738,73.8545071
1826,Pune,2021-06-01,8136,7458,8404,9818,-0.254,-0.509,-1.436,18.5213738,73.8545071
1827,Pune,2021-09-01,8144,7414,8441,9914,-0.59,0.44,0.978,18.5213738,73.8545071
1828,Pune,2021-12-01,8182,7392,8549,9900,-0.297,1.279,-0.141,18.5213738,73.8545071
1829,Pune,2022-03-01,8250,7342,8712,10050,-0.676,1.907,1.515,18.5213738,73.8545071
1830,Pune,2022-06-01,8420,7401,8959,10346,0.804,2.835,2.945,18.5213738,73.8545071
1831,Pune,2022-09-01,8564,7484,9125,10651,1.121,1.853,2.948,18.5213738,73.8545071
1832,Pune,2022-12-01,8739,7657,9271,10964,2.312,1.6,2.939,18.5213738,73.8545071
1833,Pune,2023-03-01,8904,7808,9426,11222,1.972,1.672,2.353,18.5213738,73.8545071
1834,Pune,2023-06-01,8961,7869,9438,11462,0.781,0.127,2.139,18.5213738,73.8545071
1835,Pune,2023-09-01,9084,8007,9554,11550,1.754,1.229,0.768,18.5213738,73.8545071
1836,Pune,2023-12-01,9157,8021,9676,11663,0.175,1.277,0.978,18.5213738,73.8545071
1837,Pune,2024-03-01,9369,8193,9918,11910,2.144,2.501,2.118,18.5213738,73.8545071
1838,Pune,2024-06-01,9532,8330,10093,12127,1.672,1.764,1.822,18.5213738,73.8545071
1839,Pune,2024-09-01,9643,8388,10236,12325,0.696,1.417,1.633,18.5213738,73.8545071
1840,Raipur,2013-06-01,2724,2577,2829,2832,,,,21.2380912,81.6336993
1841,Raipur,2013-09-01,2833,2646,2926,3040,2.678,3.429,7.345,21.2380912,81.6336993
1842,Raipur,2013-12-01,2792,2431,3005,3136,-8.125,2.7,3.158,21.2380912,81.6336993
1843,Raipur,2014-03-01,2968,2608,3107,3442,7.281,3.394,9.758,21.2380912,81.6336993
1844,Raipur,2014-06-01,2893,2599,3026,3245,-0.345,-2.607,-5.723,21.2380912,81.6336993
1845,Raipur,2014-09-01,2894,2605,2980,3321,0.231,-1.52,2.342,21.2380912,81.6336993
1846,Raipur,2014-12-01,2865,2548,2979,3297,-2.188,-0.034,-0.723,21.2380912,81.6336993
1847,Raipur,2015-03-01,2892,2588,3007,3299,1.57,0.94,0.061,21.2380912,81.6336993
1848,Raipur,2015-06-01,2954,2615,3054,3461,1.043,1.563,4.911,21.2380912,81.6336993
1849,Raipur,2015-09-01,2960,2575,3124,3438,-1.53,2.292,-0.665,21.2380912,81.6336993
1850,Raipur,2015-12-01,2945,2557,3095,3454,-0.699,-0.928,0.465,21.2380912,81.6336993
1851,Raipur,2016-03-01,2938,2578,3082,3406,0.821,-0.42,-1.39,21.2380912,81.6336993
1852,Raipur,2016-06-01,2977,2611,3127,3442,1.28,1.46,1.057,21.2380912,81.6336993
1853,Raipur,2016-09-01,3083,2692,3245,3580,3.102,3.774,4.009,21.2380912,81.6336993
1854,Raipur,2016-12-01,3176,2846,3317,3586,5.721,2.219,0.168,21.2380912,81.6336993
1855,Raipur,2017-03-01,3284,2904,3463,3727,2.038,4.402,3.932,21.2380912,81.6336993
1856,Raipur,2017-06-01,3218,2695,3540,3689,-7.197,2.224,-1.02,21.2380912,81.6336993
1857,Raipur,2017-09-01,3090,2544,3417,3604,-5.603,-3.475,-2.304,21.2380912,81.6336993
1858,Raipur,2017-12-01,3130,2527,3499,3680,-0.668,2.4,2.109,21.2380912,81.6336993
1859,Raipur,2018-03-01,3096,2580,3404,3582,2.097,-2.715,-2.663,21.2380912,81.6336993
1860,Raipur,2018-06-01,3114,2615,3386,3626,1.357,-0.529,1.228,21.2380912,81.6336993
1861,Raipur,2018-09-01,3170,2625,3493,3684,0.382,3.16,1.6,21.2380912,81.6336993
1862,Raipur,2018-12-01,3167,2542,3572,3697,-3.162,2.262,0.353,21.2380912,81.6336993
1863,Raipur,2019-03-01,3308,2646,3751,3842,4.091,5.011,3.922,21.2380912,81.6336993
1864,Raipur,2019-06-01,3402,2689,3919,3905,1.625,4.479,1.64,21.2380912,81.6336993
1865,Raipur,2019-09-01,3464,2795,3975,3888,3.942,1.429,-0.435,21.2380912,81.6336993
1866,Raipur,2019-12-01,3627,3064,4081,3940,9.624,2.667,1.337,21.2380912,81.6336993
1867,Raipur,2020-03-01,3562,2803,4151,4027,-8.518,1.715,2.208,21.2380912,81.6336993
1868,Raipur,2020-06-01,3474,2641,4115,3993,-5.78,-0.867,-0.844,21.2380912,81.6336993
1869,Raipur,2020-09-01,3486,2553,4141,4183,-3.332,0.632,4.758,21.2380912,81.6336993
1870,Raipur,2020-12-01,3571,2646,4169,4353,3.643,0.676,4.064,21.2380912,81.6336993
1871,Raipur,2021-03-01,3579,2679,4110,4435,1.247,-1.415,1.884,21.2380912,81.6336993
1872,Raipur,2021-06-01,3662,2799,4187,4454,4.479,1.873,0.428,21.2380912,81.6336993
1873,Raipur,2021-09-01,3761,2959,4266,4465,5.716,1.887,0.247,21.2380912,81.6336993
1874,Raipur,2021-12-01,3753,3020,4245,4341,2.062,-0.492,-2.777,21.2380912,81.6336993
1875,Raipur,2022-03-01,4018,3412,4383,4583,12.98,3.251,5.575,21.2380912,81.6336993
1876,Raipur,2022-06-01,4024,3508,4314,4543,2.814,-1.574,-0.873,21.2380912,81.6336993
1877,Raipur,2022-09-01,4041,3468,4363,4614,-1.14,1.136,1.563,21.2380912,81.6336993
1878,Raipur,2022-12-01,3934,3165,4350,4733,-8.737,-0.298,2.579,21.2380912,81.6336993
1879,Raipur,2023-03-01,3671,2669,4305,4543,-15.671,-1.034,-4.014,21.2380912,81.6336993
1880,Raipur,2023-06-01,3642,2576,4342,4525,-3.484,0.859,-0.396,21.2380912,81.6336993
1881,Raipur,2023-09-01,3498,2401,4170,4494,-6.793,-3.961,-0.685,21.2380912,81.6336993
1882,Raipur,2023-12-01,3446,2231,4229,4478,-7.08,1.415,-0.356,21.2380912,81.6336993
1883,Raipur,2024-03-01,3490,2320,4157,4645,3.989,-1.703,3.729,21.2380912,81.6336993
1884,Raipur,2024-06-01,3539,2292,4261,4749,-1.207,2.502,2.239,21.2380912,81.6336993
1885,Raipur,2024-09-01,3635,2336,4413,4847,1.92,3.567,2.064,21.2380912,81.6336993
1886,Rajkot,2013-06-01,4267,4015,4517,5176,,,,22.3053263,70.8028377
1887,Rajkot,2013-09-01,4362,4257,4373,5175,6.027,-3.188,-0.019,22.3053263,70.8028377
1888,Rajkot,2013-12-01,4474,4361,4527,5166,2.443,3.522,-0.174,22.3053263,70.8028377
1889,Rajkot,2014-03-01,4456,4357,4512,5006,-0.092,-0.331,-3.097,22.3053263,70.8028377
1890,Rajkot,2014-06-01,4473,4405,4477,5016,1.102,-0.776,0.2,22.3053263,70.8028377
1891,Rajkot,2014-09-01,4433,4342,4453,5088,-1.43,-0.536,1.435,22.3053263,70.8028377
1892,Rajkot,2014-12-01,4363,4291,4324,5146,-1.175,-2.897,1.14,22.3053263,70.8028377
1893,Rajkot,2015-03-01,4301,4207,4263,5252,-1.958,-1.411,2.06,22.3053263,70.8028377
1894,Rajkot,2015-06-01,4358,4220,4379,5405,0.309,2.721,2.913,22.3053263,70.8028377
1895,Rajkot,2015-09-01,4422,4274,4419,5659,1.28,0.913,4.699,22.3053263,70.8028377
1896,Rajkot,2015-12-01,4578,4439,4571,5747,3.861,3.44,1.555,22.3053263,70.8028377
1897,Rajkot,2016-03-01,4707,4651,4577,5771,4.776,0.131,0.418,22.3053263,70.8028377
1898,Rajkot,2016-06-01,4825,4820,4666,5602,3.634,1.945,-2.928,22.3053263,70.8028377
1899,Rajkot,2016-09-01,4928,4974,4764,5324,3.195,2.1,-4.963,22.3053263,70.8028377
1900,Rajkot,2016-12-01,4956,5017,4787,5242,0.864,0.483,-1.54,22.3053263,70.8028377
1901,Rajkot,2017-03-01,4997,5031,4943,4971,0.279,3.259,-5.17,22.3053263,70.8028377
1902,Rajkot,2017-06-01,5023,5015,4955,5401,-0.318,0.243,8.65,22.3053263,70.8028377
1903,Rajkot,2017-09-01,5095,5013,5039,6031,-0.04,1.695,11.665,22.3053263,70.8028377
1904,Rajkot,2017-12-01,5218,5142,5189,5973,2.573,2.977,-0.962,22.3053263,70.8028377
1905,Rajkot,2018-03-01,5298,5238,5252,6008,1.867,1.214,0.586,22.3053263,70.8028377
1906,Rajkot,2018-06-01,5307,5236,5318,5847,-0.038,1.257,-2.68,22.3053263,70.8028377
1907,Rajkot,2018-09-01,5402,5300,5479,5884,1.222,3.027,0.633,22.3053263,70.8028377
1908,Rajkot,2018-12-01,5394,5307,5450,5855,0.132,-0.529,-0.493,22.3053263,70.8028377
1909,Rajkot,2019-03-01,5376,5271,5467,5811,-0.678,0.312,-0.751,22.3053263,70.8028377
1910,Rajkot,2019-06-01,5451,5357,5554,5752,1.632,1.591,-1.015,22.3053263,70.8028377
1911,Rajkot,2019-09-01,5441,5366,5517,5699,0.168,-0.666,-0.921,22.3053263,70.8028377
1912,Rajkot,2019-12-01,5484,5322,5672,5936,-0.82,2.809,4.159,22.3053263,70.8028377
1913,Rajkot,2020-03-01,5506,5367,5644,6009,0.846,-0.494,1.23,22.3053263,70.8028377
1914,Rajkot,2020-06-01,5522,5380,5652,6084,0.242,0.142,1.248,22.3053263,70.8028377
1915,Rajkot,2020-09-01,5485,5381,5565,5976,0.019,-1.539,-1.775,22.3053263,70.8028377
1916,Rajkot,2020-12-01,5371,5253,5451,5967,-2.379,-2.049,-0.151,22.3053263,70.8028377
1917,Rajkot,2021-03-01,5423,5282,5588,5810,0.552,2.513,-2.631,22.3053263,70.8028377
1918,Rajkot,2021-06-01,5455,5284,5650,5947,0.038,1.11,2.358,22.3053263,70.8028377
1919,Rajkot,2021-09-01,5565,5371,5812,6017,1.646,2.867,1.177,22.3053263,70.8028377
1920,Rajkot,2021-12-01,5707,5568,5917,5871,3.668,1.807,-2.426,22.3053263,70.8028377
1921,Rajkot,2022-03-01,5810,5680,6003,5988,2.011,1.453,1.993,22.3053263,70.8028377
1922,Rajkot,2022-06-01,5864,5724,6055,6121,0.775,0.866,2.221,22.3053263,70.8028377
1923,Rajkot,2022-09-01,5928,5781,6115,6264,0.996,0.991,2.336,22.3053263,70.8028377
1924,Rajkot,2022-12-01,5990,5829,6191,6374,0.83,1.243,1.756,22.3053263,70.8028377
1925,Rajkot,2023-03-01,6103,5939,6317,6454,1.887,2.035,1.255,22.3053263,70.8028377
1926,Rajkot,2023-06-01,6157,5998,6378,6429,0.993,0.966,-0.387,22.3053263,70.8028377
1927,Rajkot,2023-09-01,6171,6000,6423,6411,0.033,0.706,-0.28,22.3053263,70.8028377
1928,Rajkot,2023-12-01,6192,5999,6451,6569,-0.017,0.436,2.465,22.3053263,70.8028377
1929,Rajkot,2024-03-01,6209,6012,6454,6685,0.217,0.047,1.766,22.3053263,70.8028377
1930,Rajkot,2024-06-01,6221,6027,6462,6689,0.25,0.124,0.06,22.3053263,70.8028377
1931,Rajkot,2024-09-01,6231,6029,6486,6699,0.033,0.371,0.149,22.3053263,70.8028377
1932,Ranchi,2013-06-01,2485,2474,2545,2394,,,,23.3700501,85.3250387
1933,Ranchi,2013-09-01,2583,3038,2626,2488,22.797,3.183,3.926,23.3700501,85.3250387
1934,Ranchi,2013-12-01,2662,3090,2715,2552,1.712,3.389,2.572,23.3700501,85.3250387
1935,Ranchi,2014-03-01,2766,3305,2778,2713,6.958,2.32,6.309,23.3700501,85.3250387
1936,Ranchi,2014-06-01,2817,3074,2828,2783,-6.989,1.8,2.58,23.3700501,85.3250387
1937,Ranchi,2014-09-01,2925,3024,2932,2909,-1.627,3.678,4.527,23.3700501,85.3250387
1938,Ranchi,2014-12-01,2928,3096,2965,2861,2.381,1.126,-1.65,23.3700501,85.3250387
1939,Ranchi,2015-03-01,3071,3540,3114,2975,14.341,5.025,3.985,23.3700501,85.3250387
1940,Ranchi,2015-06-01,3137,3593,3168,3059,1.497,1.734,2.824,23.3700501,85.3250387
1941,Ranchi,2015-09-01,3189,3686,3216,3116,2.588,1.515,1.863,23.3700501,85.3250387
1942,Ranchi,2015-12-01,3255,3472,3285,3194,-5.806,2.146,2.503,23.3700501,85.3250387
1943,Ranchi,2016-03-01,3196,3321,3264,3084,-4.349,-0.639,-3.444,23.3700501,85.3250387
1944,Ranchi,2016-06-01,3170,3213,3240,3062,-3.252,-0.735,-0.713,23.3700501,85.3250387
1945,Ranchi,2016-09-01,3204,3359,3325,3009,4.544,2.623,-1.731,23.3700501,85.3250387
1946,Ranchi,2016-12-01,3089,3210,3259,2821,-4.436,-1.985,-6.248,23.3700501,85.3250387
1947,Ranchi,2017-03-01,2887,2761,3110,2555,-13.988,-4.572,-9.429,23.3700501,85.3250387
1948,Ranchi,2017-06-01,2961,2934,3163,2652,6.266,1.704,3.796,23.3700501,85.3250387
1949,Ranchi,2017-09-01,3055,3015,3242,2771,2.761,2.498,4.487,23.3700501,85.3250387
1950,Ranchi,2017-12-01,3193,3487,3309,2998,15.655,2.067,8.192,23.3700501,85.3250387
1951,Ranchi,2018-03-01,3542,4115,3593,3427,18.01,8.583,14.31,23.3700501,85.3250387
1952,Ranchi,2018-06-01,3618,3947,3670,3518,-4.083,2.143,2.655,23.3700501,85.3250387
1953,Ranchi,2018-09-01,3705,4013,3773,3581,1.672,2.807,1.791,23.3700501,85.3250387
1954,Ranchi,2018-12-01,4020,4171,4155,3804,3.937,10.125,6.227,23.3700501,85.3250387
1955,Ranchi,2019-03-01,4166,4175,4258,4023,0.096,2.479,5.757,23.3700501,85.3250387
1956,Ranchi,2019-06-01,4222,4418,4345,4019,5.82,2.043,-0.099,23.3700501,85.3250387
1957,Ranchi,2019-09-01,4228,4387,4366,4005,-0.702,0.483,-0.348,23.3700501,85.3250387
1958,Ranchi,2019-12-01,4206,4243,4350,3983,-3.282,-0.366,-0.549,23.3700501,85.3250387
1959,Ranchi,2020-03-01,4198,3727,4354,3990,-12.161,0.092,0.176,23.3700501,85.3250387
1960,Ranchi,2020-06-01,4194,3713,4329,4018,-0.376,-0.574,0.702,23.3700501,85.3250387
1961,Ranchi,2020-09-01,4279,4231,4401,4094,13.951,1.663,1.891,23.3700501,85.3250387
1962,Ranchi,2020-12-01,4288,4321,4442,4051,2.127,0.932,-1.05,23.3700501,85.3250387
1963,Ranchi,2021-03-01,4477,4975,4612,4237,15.135,3.827,4.591,23.3700501,85.3250387
1964,Ranchi,2021-06-01,4479,5025,4610,4243,1.005,-0.043,0.142,23.3700501,85.3250387
1965,Ranchi,2021-09-01,4510,4713,4633,4309,-6.209,0.499,1.556,23.3700501,85.3250387
1966,Ranchi,2021-12-01,4521,4686,4647,4318,-0.573,0.302,0.209,23.3700501,85.3250387
1967,Ranchi,2022-03-01,4602,4747,4678,4476,1.302,0.667,3.659,23.3700501,85.3250387
1968,Ranchi,2022-06-01,4632,4731,4731,4474,-0.337,1.133,-0.045,23.3700501,85.3250387
1969,Ranchi,2022-09-01,4644,2662,4780,4565,-43.733,1.036,2.034,23.3700501,85.3250387
1970,Ranchi,2022-12-01,4761,2841,4881,4700,6.724,2.113,2.957,23.3700501,85.3250387
1971,Ranchi,2023-03-01,4809,3479,4976,4638,22.457,1.946,-1.319,23.3700501,85.3250387
1972,Ranchi,2023-06-01,4887,3891,5093,4637,11.842,2.351,-0.022,23.3700501,85.3250387
1973,Ranchi,2023-09-01,4958,4500,5119,4741,15.652,0.511,2.243,23.3700501,85.3250387
1974,Ranchi,2023-12-01,5019,4425,5160,4841,-1.667,0.801,2.109,23.3700501,85.3250387
1975,Ranchi,2024-03-01,5066,4256,5170,4958,-3.819,0.194,2.417,23.3700501,85.3250387
1976,Ranchi,2024-06-01,5121,4290,5187,5072,0.799,0.329,2.299,23.3700501,85.3250387
1977,Ranchi,2024-09-01,5191,3919,5373,4994,-8.648,3.586,-1.538,23.3700501,85.3250387
1978,Surat,2013-06-01,3225,3252,3045,3522,,,,21.2094892,72.8317058
1979,Surat,2013-09-01,3200,3183,3054,3510,-2.122,0.296,-0.341,21.2094892,72.8317058
1980,Surat,2013-12-01,3275,3340,3098,3500,4.932,1.441,-0.285,21.2094892,72.8317058
1981,Surat,2014-03-01,3304,3320,3158,3555,-0.599,1.937,1.571,21.2094892,72.8317058
1982,Surat,2014-06-01,3371,3424,3223,3565,3.133,2.058,0.281,21.2094892,72.8317058
1983,Surat,2014-09-01,3446,3570,3254,3601,4.264,0.962,1.01,21.2094892,72.8317058
1984,Surat,2014-12-01,3478,3544,3297,3712,-0.728,1.321,3.082,21.2094892,72.8317058
1985,Surat,2015-03-01,3448,3491,3255,3746,-1.495,-1.274,0.916,21.2094892,72.8317058
1986,Surat,2015-06-01,3399,3424,3185,3767,-1.919,-2.151,0.561,21.2094892,72.8317058
1987,Surat,2015-09-01,3345,3298,3154,3791,-3.68,-0.973,0.637,21.2094892,72.8317058
1988,Surat,2015-12-01,3323,3315,3091,3782,0.515,-1.997,-0.237,21.2094892,72.8317058
1989,Surat,2016-03-01,3405,3487,3092,3865,5.189,0.032,2.195,21.2094892,72.8317058
1990,Surat,2016-06-01,3522,3612,3180,4022,3.585,2.846,4.062,21.2094892,72.8317058
1991,Surat,2016-09-01,3624,3747,3214,4198,3.738,1.069,4.376,21.2094892,72.8317058
1992,Surat,2016-12-01,3754,3870,3308,4405,3.283,2.925,4.931,21.2094892,72.8317058
1993,Surat,2017-03-01,3792,3847,3375,4497,-0.594,2.025,2.089,21.2094892,72.8317058
1994,Surat,2017-06-01,3874,3811,3510,4684,-0.936,4.0,4.158,21.2094892,72.8317058
1995,Surat,2017-09-01,3878,3730,3581,4709,-2.125,2.023,0.534,21.2094892,72.8317058
1996,Surat,2017-12-01,4015,3792,3796,4823,1.662,6.004,2.421,21.2094892,72.8317058
1997,Surat,2018-03-01,4153,3893,3943,5009,2.664,3.872,3.857,21.2094892,72.8317058
1998,Surat,2018-06-01,4169,3716,4052,5184,-4.547,2.764,3.494,21.2094892,72.8317058
