city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk
"Chandigarh ",2020-09-01,4493,4691,4100,4823,-2.412,0.34,11.002
"Chandigarh ",2020-12-01,4551,4797,4166,4839,1.471,2.293,8.48
"Chandigarh ",2021-03-01,4702,4845,4337,5038,1.814,6.289,9.217
"Chandigarh ",2021-06-01,4664,4923,4361,4846,4.045,5.557,5.081
"Chandigarh ",2021-09-01,4730,5004,4513,4799,6.358,9.47,-0.495
"Chandigarh ",2021-12-01,4806,5027,4596,4903,4.596,9.528,1.334
"Chandigarh ",2022-03-01,4744,5157,4488,4763,6.206,3.285,-5.609
"Chandigarh ",2022-06-01,4860,5250,4514,5004,6.341,3.409,3.317
"Chandigarh ",2022-09-01,5003,5361,4601,5234,6.8,1.949,8.693
"Chandigarh ",2022-12-01,5082,5554,4708,5202,9.83,2.434,5.713
"Chandigarh ",2023-03-01,5340,5784,5027,5407,11.289,11.449,12.38
"Chandigarh ",2023-06-01,5603,5957,5320,5698,12.223,16.033,12.835
"Chandigarh ",2023-09-01,5711,6189,5522,5607,13.9,17.312,6.546
"Chandigarh ",2023-12-01,6093,6418,5786,6235,13.96,19.522,18.423
"Chandigarh ",2024-03-01,6273,6638,5960,6396,13.306,16.125,15.862
"Chandigarh ",2024-06-01,6348,6806,6107,6319,12.79,13.205,9.709
"Chandigarh ",2024-09-01,6751,6985,6351,7066,11.696,13.575,23.089
Chennai,2013-06-01,5306,5320,5125,5825,NULL,NULL,NULL
Chennai,2013-09-01,5372,5333,5232,5843,NULL,NULL,NULL
Chennai,2013-12-01,5454,5483,5305,5855,NULL,NULL,NULL
Chennai,2014-03-01,5584,5592,5402,6113,NULL,NULL,NULL
Chennai,2014-06-01,5692,5666,5492,6318,6.187,6.794,8.065
Chennai,2014-09-01,5724,5727,5534,6282,6.954,5.499,6.948
Chennai,2014-12-01,5761,5749,5616,6206,4.645,5.62,5.587
Chennai,2015-03-01,5843,5770,5673,6449,3.096,4.825,5.414
Chennai,2015-06-01,5935,5838,5755,6603,2.981,4.636,4.419
Chennai,2015-09-01,6072,5877,5819,7093,2.569,4.952,12.282
Chennai,2015-12-01,6191,5919,5868,7527,2.893,4.331,18.624
Chennai,2016-03-01,6277,5988,5965,7603,3.683,4.976,15.331
Chennai,2016-06-01,6413,6114,6082,7811,4.609,5.482,15.888
Chennai,2016-09-01,6596,6275,6255,8050,6.51,7.169,12.252
Chennai,2016-12-01,6769,6298,6406,8504,6.04,8.601,12.137
Chennai,2017-03-01,6987,6401,6550,9099,6.558,9.132,17.592
Chennai,2017-06-01,6940,6243,6477,9282,2.015,6.031,16.167
Chennai,2017-09-01,6832,6064,6380,9245,-3.38,1.93,12.874
Chennai,2017-12-01,6900,6166,6448,9265,-2.177,0.658,8.231
Chennai,2018-03-01,6822,6228,6408,8882,-2.806,-2.202,-2.342
Chennai,2018-06-01,6887,6443,6519,8596,3.211,0.655,-7.723
Chennai,2018-09-01,6915,6652,6619,8159,9.126,3.666,-12.634
Chennai,2018-12-01,6952,6771,6625,8170,9.095,2.674,-13.421
Chennai,2019-03-01,7027,6819,6708,8263,8.728,4.528,-7.576
Chennai,2019-06-01,7090,6870,6784,8306,6.262,3.951,-3.51
Chennai,2019-09-01,7193,6963,6885,8424,4.527,3.921,3.19
Chennai,2019-12-01,7192,6936,6979,8180,2.37,5.142,0.119
Chennai,2020-03-01,7137,6898,6985,7922,1.139,3.969,-4.169
Chennai,2020-06-01,7084,6872,6940,7808,0.029,2.233,-6.286
Chennai,2020-09-01,7052,6755,6870,8004,-3.027,-0.216,-5.379
Chennai,2020-12-01,6952,6754,6785,7722,-2.694,-2.824,-5.722
Chennai,2021-03-01,7082,6790,6939,7911,-1.599,-0.678,-0.142
Chennai,2021-06-01,7096,6806,6970,7878,-0.972,0.432,0.885
Chennai,2021-09-01,7215,6868,7111,8007,1.66,3.458,0.038
Chennai,2021-12-01,7444,6969,7281,8593,3.13,6.975,10.878
Chennai,2022-03-01,7685,7181,7469,9030,5.611,7.279,13.022
Chennai,2022-06-01,7999,7418,7688,9735,8.522,9.613,20.565
Chennai,2022-09-01,8090,7574,7747,9826,9.517,8.273,18.685
Chennai,2022-12-01,8103,7651,7784,9676,9.004,6.493,11.022
Chennai,2023-03-01,8177,7837,7829,9679,8.574,4.625,6.707
Chennai,2023-06-01,8086,7828,7823,9228,5.232,1.724,-5.238
Chennai,2023-09-01,8235,8022,7974,9302,5.723,2.902,-5.678
Chennai,2023-12-01,8414,8134,8166,9538,6.021,4.791,-1.484
Chennai,2024-03-01,8591,8013,8446,9831,2.164,7.556,1.594
Chennai,2024-06-01,8860,8176,8727,10212,4.343,10.703,10.009
Chennai,2024-09-01,9012,8112,8932,10513,1.101,10.977,11.859
Coimbatore,2013-06-01,4166,3527,4058,4650,NULL,NULL,NULL
Coimbatore,2013-09-01,4338,3815,4251,4734,NULL,NULL,NULL
Coimbatore,2013-12-01,4629,4579,4475,4897,NULL,NULL,NULL
Coimbatore,2014-03-01,4640,4420,4518,4941,NULL,NULL,NULL
Coimbatore,2014-06-01,4684,4412,4565,5005,20.023,11.222,7.185
Coimbatore,2014-09-01,4680,4210,4569,5087,8.953,6.966,7.053
Coimbatore,2014-12-01,4730,4287,4552,5227,-6.936,1.685,6.487
Coimbatore,2015-03-01,4738,4610,4544,5106,4.432,0.571,3.157
Coimbatore,2015-06-01,4750,4552,4518,5209,3.037,-1.034,3.995
Coimbatore,2015-09-01,4803,4921,4519,5187,15.62,-1.107,1.92
Coimbatore,2015-12-01,4809,5035,4487,5203,15.2,-1.438,-0.463
Coimbatore,2016-03-01,4873,4951,4597,5268,6.773,1.181,3.114
Coimbatore,2016-06-01,4989,4927,4719,5442,7.574,4.372,4.423
Coimbatore,2016-09-01,5066,4786,4913,5444,-2.74,8.349,4.723
Coimbatore,2016-12-01,4793,4490,4796,4940,-11.387,6.289,-4.831
Coimbatore,2017-03-01,4646,4298,4755,4647,-14.543,3.294,-12.571
Coimbatore,2017-06-01,4558,4234,4677,4533,-16.124,-0.883,-19.561
Coimbatore,2017-09-01,4455,4158,4535,4478,-14.832,-8.082,-21.31
Coimbatore,2017-12-01,4600,4293,4681,4626,-4.738,-2.536,-7.012
Coimbatore,2018-03-01,4732,4745,4673,4819,10.412,-1.752,3.718
Coimbatore,2018-06-01,4786,5142,4705,4737,19.136,0.599,4.233
Coimbatore,2018-09-01,5027,5386,4859,5112,23.882,6.886,13.384
Coimbatore,2018-12-01,5194,5703,5004,5240,26.179,6.647,12.011
Coimbatore,2019-03-01,5459,5819,5222,5651,18.832,10.971,15.878
Coimbatore,2019-06-01,5645,5993,5395,5864,14.625,13.213,19.943
Coimbatore,2019-09-01,5591,6074,5374,5692,11.48,9.546,9.891
Coimbatore,2019-12-01,5599,5690,5387,5885,-0.214,7.127,11.332
Coimbatore,2020-03-01,5463,5565,5174,5866,-4.464,-0.891,3.653
Coimbatore,2020-06-01,5395,5471,5032,5925,-9.38,-7.016,1.04
Coimbatore,2020-09-01,5303,5189,5068,5726,-16.176,-6.081,0.574
Coimbatore,2020-12-01,5294,5173,5101,5656,-9.963,-5.643,-3.999
Coimbatore,2021-03-01,5305,4879,5317,5499,-13.261,2.803,-6.489
Coimbatore,2021-06-01,5307,4850,5333,5493,-12.728,5.661,-7.856
Coimbatore,2021-09-01,5428,4961,5310,5842,-4.701,4.538,2.112
Coimbatore,2021-12-01,5582,4947,5412,6163,-4.556,5.857,8.679
Coimbatore,2022-03-01,5951,5194,5426,7146,6.367,2.014,26.724
Coimbatore,2022-06-01,6157,5353,5658,7336,9.684,5.99,25.791
Coimbatore,2022-09-01,6295,5612,5865,7305,12.161,9.809,19.943
Coimbatore,2022-12-01,6382,5971,6056,7097,18.247,10.98,12.786
Coimbatore,2023-03-01,6268,5943,6170,6583,12.544,12.285,-7.933
Coimbatore,2023-06-01,6147,6211,6060,6252,14.437,6.515,-16.467
Coimbatore,2023-09-01,5982,6140,6049,5798,8.501,3.036,-24.104
Coimbatore,2023-12-01,6058,6067,6158,5896,1.564,1.686,-20.714
Coimbatore,2024-03-01,6307,6562,6375,6077,10.203,3.329,-8.582
Coimbatore,2024-06-01,6704,7028,6742,6486,12.45,10.698,3.851
Coimbatore,2024-09-01,7099,7490,6927,7174,19.209,13.023,21.215
Dehradun,2013-06-01,4220,5380,4027,3995,NULL,NULL,NULL
Dehradun,2013-09-01,4118,4724,3906,4112,NULL,NULL,NULL
Dehradun,2013-12-01,4110,5046,3839,4044,NULL,NULL,NULL
Dehradun,2014-03-01,3829,4003,3684,3912,NULL,NULL,NULL
Dehradun,2014-06-01,3705,3864,3532,3821,-37.872,-13.436,-4.448
Dehradun,2014-09-01,3887,3955,3789,3962,-19.902,-3.313,-3.926
Dehradun,2014-12-01,3935,3870,3873,4020,-29.735,0.897,-0.606
Dehradun,2015-03-01,4071,4226,3989,4096,5.762,7.875,4.577
Dehradun,2015-06-01,4205,4552,4104,4181,16.28,14.339,8.789
Dehradun,2015-09-01,4147,4641,4025,4091,15.07,5.75,3.085
Dehradun,2015-12-01,4200,4836,4017,4153,20.814,3.578,3.251
Dehradun,2016-03-01,4186,4451,4058,4219,4.653,1.718,2.962
Dehradun,2016-06-01,4220,4488,4189,4153,-1.438,2.095,-0.664
Dehradun,2016-09-01,4353,4475,4396,4267,-3.699,8.857,4.238
Dehradun,2016-12-01,4367,4461,4424,4276,-8.38,9.258,2.883
Dehradun,2017-03-01,4421,4725,4418,4315,6.142,8.137,2.245
Dehradun,2017-06-01,4415,4703,4433,4293,4.55,5.523,3.244
Dehradun,2017-09-01,4388,4742,4364,4283,5.677,-0.722,0.373
Dehradun,2017-12-01,4330,4891,4301,4158,9.068,-2.819,-2.755
Dehradun,2018-03-01,4357,4804,4341,4213,1.615,-1.79,-2.453
Dehradun,2018-06-01,4389,4737,4380,4272,0.708,-1.221,-0.498
Dehradun,2018-09-01,4486,4797,4463,4397,1.161,2.26,2.669
Dehradun,2018-12-01,4673,4758,4615,4699,-2.773,7.036,12.304
Dehradun,2019-03-01,4721,4907,4677,4697,2.165,7.281,10.3
Dehradun,2019-06-01,4731,4865,4721,4692,2.609,7.291,8.942
Dehradun,2019-09-01,4646,4792,4718,4521,-0.103,5.401,2.643
Dehradun,2019-12-01,4630,4618,4754,4510,-2.922,2.946,-4.18
Dehradun,2020-03-01,4663,4536,4809,4562,-8.034,2.777,-2.993
Dehradun,2020-06-01,4764,4740,4871,4665,-2.756,3.119,-0.592
Dehradun,2020-09-01,4919,4752,5014,4883,-0.844,6.077,7.76
Dehradun,2020-12-01,5082,4856,5116,5129,5.008,7.22,12.677
Dehradun,2021-03-01,4994,4818,5068,4983,5.807,5.063,8.208
Dehradun,2021-06-01,5038,4766,5108,5066,0.54,4.676,8.047
Dehradun,2021-09-01,5163,4921,5167,5247,3.546,2.995,7.185
Dehradun,2021-12-01,5196,5068,5204,5235,4.308,1.703,2.02
Dehradun,2022-03-01,5388,5260,5347,5476,8.721,5.361,9.417
Dehradun,2022-06-01,5399,5376,5368,5440,11.597,4.863,6.83
Dehradun,2022-09-01,5470,5416,5528,5432,9.208,6.725,3.401
Dehradun,2022-12-01,5460,5434,5632,5296,6.758,7.742,1.123
Dehradun,2023-03-01,5502,5523,5692,5304,4.84,6.126,-3.248
Dehradun,2023-06-01,5599,5700,5868,5294,5.866,8.784,-2.753
Dehradun,2023-09-01,5720,6037,6035,5291,10.895,8.64,-2.663
Dehradun,2023-12-01,5837,6193,6205,5339,12.572,9.495,0.813
Dehradun,2024-03-01,6012,6493,6381,5468,15.663,11.104,3.072
Dehradun,2024-06-01,6191,6729,6572,5615,15.848,11.033,5.871
Dehradun,2024-09-01,6337,6871,6533,5947,12.394,7.578,11.683
Delhi,2013-06-01,10223,8303,12499,13423,NULL,NULL,NULL
Delhi,2013-09-01,10762,8814,12911,14410,NULL,NULL,NULL
Delhi,2013-12-01,10973,9077,12856,15039,NULL,NULL,NULL
Delhi,2014-03-01,10840,8855,12745,15261,NULL,NULL,NULL
Delhi,2014-06-01,10659,8693,12492,15175,4.404,-0.055,11.48
Delhi,2014-09-01,10637,8793,12610,14238,-0.242,-2.41,-1.133
Delhi,2014-12-01,9931,7733,12458,13791,-15.285,-3.156,-8.765
Delhi,2015-03-01,9106,6551,12187,13233,-29.794,-4.479,-14.705
Delhi,2015-06-01,8684,6004,11981,12849,-41.047,-4.193,-17.577
Delhi,2015-09-01,8434,5843,11462,12859,-49.134,-9.582,-10.732
Delhi,2015-12-01,8501,6201,11209,12382,-26.219,-10.897,-10.957
Delhi,2016-03-01,8893,6932,11158,12308,6.144,-9.18,-7.471
Delhi,2016-06-01,9505,7747,11507,12638,25.144,-4.248,-1.714
Delhi,2016-09-01,9732,7880,11738,13289,26.294,2.399,3.402
Delhi,2016-12-01,10151,8045,12258,14625,23.401,8.937,16.879
Delhi,2017-03-01,10399,8116,12670,15287,14.717,12.335,20.369
Delhi,2017-06-01,10386,7778,13126,15605,0.382,12.778,19.409
Delhi,2017-09-01,10061,7492,12637,15506,-4.988,6.849,14.207
Delhi,2017-12-01,9962,7323,12620,15534,-9.637,2.865,5.862
Delhi,2018-03-01,9915,7217,12717,15396,-12.276,0.372,0.702
Delhi,2018-06-01,9817,7200,12495,15233,-8.009,-4.962,-2.416
Delhi,2018-09-01,9822,7269,12575,14756,-3.097,-0.496,-4.924
Delhi,2018-12-01,9778,7336,12511,14245,0.179,-0.867,-8.735
Delhi,2019-03-01,9699,7364,12288,14036,2.004,-3.429,-9.547
Delhi,2019-06-01,9554,7375,12023,13467,2.376,-3.841,-12.582
Delhi,2019-09-01,9517,7303,12016,13520,0.461,-4.649,-9.178
Delhi,2019-12-01,9176,6996,11549,13337,-4.656,-8.006,-6.716
Delhi,2020-03-01,9070,6853,11316,13716,-7.304,-8.416,-2.399
Delhi,2020-06-01,9102,6728,11384,14379,-9.441,-5.647,6.649
Delhi,2020-09-01,9138,6600,11392,15247,-10.449,-5.481,12.011
Delhi,2020-12-01,9056,6541,11047,15716,-6.894,-4.407,15.603
Delhi,2021-03-01,9429,6571,11873,16542,-4.311,5.042,17.982
Delhi,2021-06-01,9205,6579,11730,15045,-2.268,2.914,4.026
Delhi,2021-09-01,9346,6661,12019,15089,0.927,5.345,-1.05
Delhi,2021-12-01,9748,6821,12809,15643,4.204,14.66,-0.484
Delhi,2022-03-01,9741,6899,12769,15327,4.809,6.995,-7.767
Delhi,2022-06-01,9971,6902,13024,16548,4.682,10.134,9.806
Delhi,2022-09-01,9965,6935,12955,16515,3.97,7.187,8.617
Delhi,2022-12-01,9918,6992,12756,16367,2.466,-0.409,4.384
Delhi,2023-03-01,9906,7034,12521,16659,1.931,-1.944,8.138
Delhi,2023-06-01,10018,7134,12559,17011,3.298,-3.714,2.779
Delhi,2023-09-01,10146,7192,12748,17305,3.602,-1.648,4.644
Delhi,2023-12-01,10194,7305,12598,17553,4.352,-1.239,6.854
Delhi,2024-03-01,10075,7405,12172,17186,5.079,-2.77,3.002
Delhi,2024-06-01,10171,7571,12253,16996,5.901,-2.514,-0.087
Delhi,2024-09-01,10187,7732,11952,17135,7.132,-6.496,-1
Faridabad,2013-06-01,5275,6927,4288,4701,NULL,NULL,NULL
Faridabad,2013-09-01,5199,6602,4351,4723,NULL,NULL,NULL
Faridabad,2013-12-01,5262,6745,4347,4784,NULL,NULL,NULL
Faridabad,2014-03-01,5240,6795,4295,4720,NULL,NULL,NULL
Faridabad,2014-06-01,5380,6961,4445,4818,0.5,3.655,2.479
Faridabad,2014-09-01,5610,7106,4794,4991,7.24,9.966,5.562
Faridabad,2014-12-01,5638,7022,4966,4956,3.898,12.912,3.446
Faridabad,2015-03-01,5678,6891,5139,5014,1.367,16.996,5.932
Faridabad,2015-06-01,5564,6655,5083,4961,-4.441,12.415,2.852
Faridabad,2015-09-01,5297,6295,4821,4792,-12.186,0.531,-4.011
Faridabad,2015-12-01,5111,5869,4747,4733,-18.316,-4.543,-4.654
Faridabad,2016-03-01,5018,5707,4730,4617,-20.174,-8.616,-8.388
Faridabad,2016-06-01,4991,5557,4804,4598,-19.24,-5.899,-7.862
Faridabad,2016-09-01,5192,5722,5091,4727,-10.311,5.62,-1.414
Faridabad,2016-12-01,5285,5721,5277,4805,-2.587,10.411,1.523
Faridabad,2017-03-01,5406,5675,5530,4941,-0.559,15.16,6.743
Faridabad,2017-06-01,5383,5547,5676,4817,-0.176,15.769,4.432
Faridabad,2017-09-01,4959,4929,5174,4713,-14.296,1.462,-0.291
Faridabad,2017-12-01,4993,5036,5135,4758,-13.897,-2.744,-0.997
Faridabad,2018-03-01,5050,5180,5110,4825,-9.829,-8.179,-2.438
Faridabad,2018-06-01,5065,5229,5064,4882,-6.139,-11.977,1.347
Faridabad,2018-09-01,5182,5428,5155,4939,9.543,-0.375,4.629
Faridabad,2018-12-01,5152,5393,5139,4899,6.577,0.078,2.855
Faridabad,2019-03-01,5090,5196,5099,4960,0.297,-0.214,2.756
Faridabad,2019-06-01,5065,5042,5161,4965,-3.599,1.902,1.673
Faridabad,2019-09-01,5062,4939,5198,5022,-9.699,0.833,1.672
Faridabad,2019-12-01,5018,4740,5188,5111,-13.221,0.943,4.221
Faridabad,2020-03-01,5001,4718,5210,5047,-10.084,2.14,1.702
Faridabad,2020-06-01,4925,4728,5009,5038,-6.655,-2.917,1.446
Faridabad,2020-09-01,4924,4770,5002,4995,-3.574,-3.913,-0.536
Faridabad,2020-12-01,4978,4910,5014,5010,3.564,-3.479,-2.022
Faridabad,2021-03-01,5107,4910,5190,5222,3.91,-0.399,3.493
Faridabad,2021-06-01,5130,4909,5215,5267,3.686,3.969,4.385
Faridabad,2021-09-01,5157,4907,5234,5337,2.791,4.449,6.493
Faridabad,2021-12-01,5243,4891,5320,5539,-0.387,5.846,9.912
Faridabad,2022-03-01,5375,4881,5510,5755,-0.593,6.015,9.623
Faridabad,2022-06-01,5503,4915,5670,5947,0.123,8.258,11.816
Faridabad,2022-09-01,5658,4915,5894,6187,0.163,11.64,14.293
Faridabad,2022-12-01,5721,4949,5917,6336,1.18,10.129,12.882
Faridabad,2023-03-01,5699,5007,5839,6297,2.546,5.56,8.554
Faridabad,2023-06-01,5777,5056,5831,6520,2.816,2.757,9.1
Faridabad,2023-09-01,5913,5166,5893,6781,4.964,-0.017,9.11
Faridabad,2023-12-01,6160,5377,6250,6924,8.285,5.651,8.671
Faridabad,2024-03-01,6498,5677,6553,7351,12.46,11.424,15.222
Faridabad,2024-06-01,6626,5924,6711,7307,15.29,13.429,10.706
Faridabad,2024-09-01,6832,6224,6885,7447,17.86,14.782,9.115
Gandhinagar,2013-06-01,3411,5143,3024,3115,NULL,NULL,NULL
Gandhinagar,2013-09-01,3382,5110,3014,3016,NULL,NULL,NULL
Gandhinagar,2013-12-01,3377,5254,2974,2996,NULL,NULL,NULL
Gandhinagar,2014-03-01,3393,5180,2999,3070,NULL,NULL,NULL
Gandhinagar,2014-06-01,3364,5053,2994,3045,-1.737,-1,-2.28
Gandhinagar,2014-09-01,3229,4401,2970,3017,-14.031,-1.47,0.033
Gandhinagar,2014-12-01,3186,4193,2958,3026,-24.108,-0.539,0.994
Gandhinagar,2015-03-01,3084,3714,2940,2988,-34.963,-1.995,-2.71
Gandhinagar,2015-06-01,3071,3753,2916,2965,-35.003,-2.653,-2.677
Gandhinagar,2015-09-01,3162,4122,2938,3033,-7.434,-1.097,0.54
Gandhinagar,2015-12-01,3109,3611,2994,3034,-14.119,1.225,0.264
Gandhinagar,2016-03-01,3160,3896,2999,3024,5.04,1.971,1.187
Gandhinagar,2016-06-01,3193,3863,3043,3083,2.823,4.235,3.902
Gandhinagar,2016-09-01,3191,3849,3054,3040,-7.067,3.812,0.227
Gandhinagar,2016-12-01,3204,3907,3055,3052,7.69,1.997,0.592
Gandhinagar,2017-03-01,3182,3778,3060,3037,-3.02,1.997,0.426
Gandhinagar,2017-06-01,3155,3628,3058,3043,-6.22,0.49,-1.317
Gandhinagar,2017-09-01,3144,3483,3077,3054,-10.088,0.752,0.46
Gandhinagar,2017-12-01,3252,3550,3193,3171,-10.25,4.485,3.897
Gandhinagar,2018-03-01,3340,3767,3246,3262,-0.31,5.825,7.096
Gandhinagar,2018-06-01,3581,4202,3463,3395,15.238,12.477,10.791
Gandhinagar,2018-09-01,3739,4413,3623,3491,22.132,15.767,12.872
Gandhinagar,2018-12-01,3865,4449,3796,3535,20.372,16.644,10.427
Gandhinagar,2019-03-01,3914,4474,3859,3554,15.891,16.149,8.26
Gandhinagar,2019-06-01,4041,4614,4001,3611,9.209,13.941,6.078
Gandhinagar,2019-09-01,4259,4736,4316,3559,7,17.321,1.883
Gandhinagar,2019-12-01,4405,4837,4500,3606,8.193,16.311,1.995
Gandhinagar,2020-03-01,4600,4903,4762,3676,8.869,20.067,3.383
Gandhinagar,2020-06-01,4772,4906,5045,3597,5.956,21.924,-0.381
Gandhinagar,2020-09-01,4922,4820,5185,4024,1.712,17.225,12.927
Gandhinagar,2020-12-01,4932,4852,5147,4195,0.311,12.478,14.637
Gandhinagar,2021-03-01,5046,4928,5278,4286,0.515,10.025,14.541
Gandhinagar,2021-06-01,5086,5011,5259,4507,2.131,4.055,21.232
Gandhinagar,2021-09-01,5215,5104,5422,4543,5.668,4.507,11.515
Gandhinagar,2021-12-01,5417,5167,5583,5044,6.172,8.041,18.688
Gandhinagar,2022-03-01,5688,5258,5804,5690,6.387,9.421,27.835
Gandhinagar,2022-06-01,5903,5383,6092,5714,7.075,14.352,21.213
Gandhinagar,2022-09-01,6267,5562,6390,6517,8.508,15.89,34.547
Gandhinagar,2022-12-01,6577,5711,6766,6743,9.781,18.513,26.07
Gandhinagar,2023-03-01,6799,5905,6931,7206,11.329,16.657,22.483
Gandhinagar,2023-06-01,6917,6011,6986,7579,10.635,12.899,25.881
Gandhinagar,2023-09-01,7081,6235,7098,7876,11.196,10.135,17.931
Gandhinagar,2023-12-01,7167,6463,7107,8112,12.061,4.804,17.382
Gandhinagar,2024-03-01,7442,6673,7359,8536,11.883,6.022,16.395
Gandhinagar,2024-06-01,7764,6860,7677,9016,12.723,9.39,16.835
Gandhinagar,2024-09-01,7833,6997,7693,9217,11.108,7.75,14.874
Ghaziabad,2013-06-01,4558,5285,3758,3911,NULL,NULL,NULL
Ghaziabad,2013-09-01,4690,5474,3832,3975,NULL,NULL,NULL
Ghaziabad,2013-12-01,4819,5658,3896,4074,NULL,NULL,NULL
Ghaziabad,2014-03-01,5036,5846,4162,4267,NULL,NULL,NULL
Ghaziabad,2014-06-01,5124,5968,4214,4318,11.683,10.956,9.538
Ghaziabad,2014-09-01,5187,6060,4245,4359,9.819,9.801,8.893
Ghaziabad,2014-12-01,5124,5954,4225,4348,4.884,7.75,6.286
Ghaziabad,2015-03-01,5033,5763,4214,4442,-1.394,1.231,4.025
Ghaziabad,2015-06-01,4970,5562,4239,4700,-7.045,0.593,8.6
Ghaziabad,2015-09-01,4884,5340,4252,4890,-12.945,0.165,11.298
Ghaziabad,2015-12-01,4885,5263,4327,4998,-12.94,2.399,13.292
Ghaziabad,2016-03-01,4846,5182,4351,4948,-11.039,3.166,10.124
Ghaziabad,2016-06-01,4822,5142,4365,4874,-8.105,2.896,3.517
Ghaziabad,2016-09-01,4770,5000,4421,4864,-6.612,3.872,-0.533
Ghaziabad,2016-12-01,4844,5142,4425,4868,-2.42,2.217,-2.673
Ghaziabad,2017-03-01,4914,5204,4490,4990,0.428,3.141,0.863
Ghaziabad,2017-06-01,5013,5312,4610,4981,3.267,5.457,2.144
Ghaziabad,2017-09-01,5022,5356,4564,5007,6.702,3.102,2.871
Ghaziabad,2017-12-01,4846,4996,4604,4958,-2.726,3.922,1.797
Ghaziabad,2018-03-01,4711,4806,4536,4854,-7.966,0.999,-2.743
Ghaziabad,2018-06-01,4723,4791,4550,4974,-10.841,-1.323,-0.144
Ghaziabad,2018-09-01,4803,4937,4567,4961,-8.746,0.066,-0.925
Ghaziabad,2018-12-01,4923,5084,4625,5167,1.782,0.46,4.213
Ghaziabad,2019-03-01,5078,5309,4697,5271,9.894,3.481,8.07
Ghaziabad,2019-06-01,5085,5397,4657,5074,11.415,2.278,1.897
Ghaziabad,2019-09-01,5050,5238,4788,5059,5.577,4.746,1.931
Ghaziabad,2019-12-01,4948,5112,4753,4854,0.535,2.673,-6.187
Ghaziabad,2020-03-01,4906,5068,4699,4855,-4.714,0.042,-8.57
Ghaziabad,2020-06-01,4881,5011,4702,4881,-7.616,0.958,-3.975
Ghaziabad,2020-09-01,4859,5057,4590,4843,-3.612,-4.211,-4.425
Ghaziabad,2020-12-01,4817,5003,4527,4924,-2.155,-4.924,1.445
Ghaziabad,2021-03-01,4869,5021,4613,5011,-0.939,-1.9,3.168
Ghaziabad,2021-06-01,4911,5079,4635,5052,1.354,-1.452,3.412
Ghaziabad,2021-09-01,4982,5176,4678,5098,2.343,1.899,5.048
Ghaziabad,2021-12-01,5138,5387,4799,5125,7.419,5.814,3.943
Ghaziabad,2022-03-01,5262,5524,4913,5215,9.337,6.251,3.98
Ghaziabad,2022-06-01,5315,5502,5051,5333,7.657,8.467,5.388
Ghaziabad,2022-09-01,5414,5515,5229,5559,6.161,10.909,8.644
Ghaziabad,2022-12-01,5491,5515,5362,5787,2.321,10.767,11.909
Ghaziabad,2023-03-01,5568,5488,5539,6009,-0.653,11.675,13.72
Ghaziabad,2023-06-01,5691,5571,5700,6188,1.257,11.717,14.229
Ghaziabad,2023-09-01,5837,5607,5933,6542,1.651,12.351,15.886
Ghaziabad,2023-12-01,5990,5670,6174,6800,2.764,13.686,15.485
Ghaziabad,2024-03-01,6165,5768,6372,7240,4.938,13.492,18.103
Ghaziabad,2024-06-01,6356,5904,6614,7504,5.773,14.344,18.177
Ghaziabad,2024-09-01,6579,6057,6882,7898,7.622,14.348,18.07
"Greater Noida",2013-06-01,3755,4179,3650,3661,NULL,NULL,NULL
"Greater Noida",2013-09-01,3825,4243,3715,3753,NULL,NULL,NULL
"Greater Noida",2013-12-01,3963,4300,3868,3922,NULL,NULL,NULL
"Greater Noida",2014-03-01,4011,4178,3959,4003,NULL,NULL,NULL
"Greater Noida",2014-06-01,4104,4203,4068,4116,0.574,10.558,11.366
"Greater Noida",2014-09-01,4191,4221,4172,4214,-0.523,11.234,11.2
"Greater Noida",2014-12-01,4286,4277,4297,4267,-0.545,10.283,8.187
"Greater Noida",2015-03-01,4391,4443,4376,4385,6.196,9.704,8.952
"Greater Noida",2015-06-01,4415,4415,4419,4405,4.772,8.021,6.591
"Greater Noida",2015-09-01,4436,4421,4473,4347,4.53,6.811,3.019
"Greater Noida",2015-12-01,4426,4383,4467,4351,2.398,3.801,1.932
"Greater Noida",2016-03-01,4433,4331,4498,4347,-2.555,2.731,-0.873
"Greater Noida",2016-06-01,4465,4407,4514,4384,-0.185,2.112,-0.483
"Greater Noida",2016-09-01,4503,4401,4544,4481,-0.454,1.573,3.057
"Greater Noida",2016-12-01,4508,4492,4516,4503,2.477,1.078,3.392
"Greater Noida",2017-03-01,4527,4595,4505,4527,5.877,0.155,3.997
"Greater Noida",2017-06-01,4479,4483,4473,4492,1.654,-0.91,2.386
"Greater Noida",2017-09-01,4511,4653,4470,4495,5.621,-1.654,0.312
"Greater Noida",2017-12-01,4546,4609,4544,4493,2.515,0.626,-0.222
"Greater Noida",2018-03-01,4556,4576,4556,4537,-0.412,1.122,0.223
"Greater Noida",2018-06-01,4634,4572,4650,4643,1.945,3.885,3.328
"Greater Noida",2018-09-01,4680,4602,4721,4636,-1.115,5.398,3.037
"Greater Noida",2018-12-01,4691,4658,4714,4658,1.065,3.601,3.559
"Greater Noida",2019-03-01,4714,4669,4770,4603,1.997,4.54,1.417
